date,msg_count,unique_senders,avg_msg_length,emoji_count,media_count,reaction_count,night_ratio,evening_ratio,label
2022-02-09,45.0,9.0,15.86842105263158,1.0,7.0,13.0,0.0,0.2666666666666666,Quiet day
2022-02-10,25.0,6.0,44.45454545454545,0.0,3.0,2.0,0.04,0.76,Quiet day
2022-02-11,4.0,3.0,22.5,0.0,2.0,1.0,0.0,0.25,Quiet day
2022-02-12,16.0,6.0,12.545454545454543,2.0,5.0,7.0,0.0625,0.125,Quiet day
2022-02-13,133.0,12.0,18.99137931034483,2.0,17.0,14.0,0.0,0.4210526315789473,Regular day
2022-02-14,18.0,7.0,22.58333333333333,1.0,6.0,2.0,0.3333333333333333,0.1666666666666666,Nocne wydarzenia
2022-02-15,97.0,11.0,26.24390243902439,4.0,15.0,14.0,0.0515463917525773,0.7010309278350515,Regular day
2022-02-16,80.0,11.0,23.185714285714287,5.0,8.0,9.0,0.025,0.4375,Regular day
2022-02-17,21.0,8.0,15.4,1.0,6.0,4.0,0.0476190476190476,0.5238095238095238,Quiet day
2022-02-18,59.0,10.0,21.58823529411765,3.0,7.0,4.0,0.1864406779661017,0.288135593220339,Quiet day
2022-02-19,59.0,7.0,23.285714285714285,2.0,8.0,5.0,0.0,0.5932203389830508,Quiet day
2022-02-20,25.0,11.0,36.34782608695652,3.0,2.0,1.0,0.0,0.36,Quiet day
2022-02-21,223.0,14.0,17.736842105263158,11.0,32.0,43.0,0.0448430493273542,0.3542600896860987,Dymy
2022-02-22,38.0,9.0,21.52,4.0,13.0,11.0,0.0,0.3947368421052631,Quiet day
2022-02-23,60.0,11.0,19.02,4.0,10.0,16.0,0.0,0.45,Regular day
2022-02-24,167.0,15.0,36.64666666666667,3.0,16.0,24.0,0.0,0.6407185628742516,Regular day
2022-02-25,110.0,13.0,15.66326530612245,4.0,12.0,12.0,0.0272727272727272,0.2818181818181818,Regular day
2022-02-26,24.0,8.0,19.444444444444443,0.0,6.0,4.0,0.125,0.1666666666666666,Quiet day
2022-02-27,34.0,8.0,30.96296296296296,1.0,7.0,12.0,0.0,0.3529411764705882,Quiet day
2022-02-28,38.0,11.0,26.814814814814813,0.0,11.0,10.0,0.1842105263157894,0.2631578947368421,Regular day
2022-03-01,19.0,7.0,17.266666666666666,0.0,4.0,7.0,0.0,0.2631578947368421,Quiet day
2022-03-02,96.0,11.0,19.234567901234566,0.0,13.0,16.0,0.0,0.34375,Regular day
2022-03-03,44.0,8.0,22.102564102564106,5.0,4.0,6.0,0.0454545454545454,0.3181818181818182,Quiet day
2022-03-04,77.0,10.0,23.53968253968254,1.0,12.0,3.0,0.4155844155844156,0.2077922077922078,Nocne wydarzenia
2022-03-05,100.0,15.0,17.615384615384617,4.0,21.0,14.0,0.15,0.76,Regular day
2022-03-06,76.0,12.0,22.015625,2.0,12.0,8.0,0.0526315789473684,0.3684210526315789,Regular day
2022-03-07,45.0,9.0,27.22222222222222,0.0,9.0,10.0,0.1333333333333333,0.4222222222222222,Quiet day
2022-03-08,70.0,10.0,24.57377049180328,2.0,9.0,6.0,0.1285714285714285,0.1428571428571428,Quiet day
2022-03-09,40.0,10.0,24.384615384615383,0.0,13.0,7.0,0.175,0.525,Quiet day
2022-03-10,53.0,12.0,25.52272727272728,9.0,9.0,6.0,0.0188679245283018,0.3584905660377358,Regular day
2022-03-11,29.0,10.0,11.583333333333334,2.0,5.0,2.0,0.0344827586206896,0.6206896551724138,Quiet day
2022-03-12,38.0,10.0,18.5,2.0,7.0,1.0,0.0263157894736842,0.1052631578947368,Quiet day
2022-03-13,49.0,9.0,16.75609756097561,2.0,7.0,4.0,0.0,0.6122448979591837,Quiet day
2022-03-14,18.0,8.0,30.27272727272728,0.0,7.0,4.0,0.0555555555555555,0.1111111111111111,Quiet day
2022-03-15,25.0,11.0,23.80952380952381,2.0,3.0,6.0,0.0,0.68,Quiet day
2022-03-16,42.0,12.0,17.076923076923077,1.0,13.0,7.0,0.0714285714285714,0.8333333333333334,Regular day
2022-03-17,132.0,12.0,16.173553719008265,5.0,11.0,6.0,0.0,0.2424242424242424,Regular day
2022-03-18,108.0,9.0,23.53125,11.0,44.0,15.0,0.037037037037037,0.5462962962962963,Dymy
2022-03-19,73.0,14.0,19.50769230769231,3.0,7.0,9.0,0.1917808219178082,0.4794520547945205,Regular day
2022-03-20,16.0,7.0,31.727272727272727,12.0,5.0,10.0,0.1875,0.6875,Quiet day
2022-03-21,31.0,10.0,16.583333333333332,2.0,7.0,5.0,0.0,0.4193548387096774,Quiet day
2022-03-22,110.0,15.0,19.948453608247423,24.0,13.0,16.0,0.2181818181818181,0.2636363636363636,Dymy
2022-03-23,102.0,13.0,23.21978021978022,7.0,11.0,18.0,0.0,0.2156862745098039,Regular day
2022-03-24,25.0,8.0,42.8125,1.0,7.0,11.0,0.04,0.52,Quiet day
2022-03-25,22.0,6.0,25.428571428571427,1.0,7.0,11.0,0.0,0.1363636363636363,Quiet day
2022-03-26,55.0,10.0,19.96,4.0,5.0,3.0,0.0,0.1636363636363636,Quiet day
2022-03-27,33.0,8.0,25.08333333333333,1.0,9.0,0.0,0.3636363636363636,0.6060606060606061,Nocne wydarzenia
2022-03-28,64.0,11.0,22.67796610169492,1.0,5.0,2.0,0.015625,0.8125,Quiet day
2022-03-29,67.0,10.0,17.423728813559322,2.0,7.0,3.0,0.1044776119402985,0.2537313432835821,Quiet day
2022-03-30,86.0,9.0,20.466666666666665,0.0,26.0,10.0,0.0697674418604651,0.3023255813953488,Regular day
2022-03-31,76.0,12.0,23.861538461538466,32.0,10.0,5.0,0.0263157894736842,0.5789473684210527,Regular day
2022-04-01,158.0,13.0,24.14814814814815,1.0,23.0,11.0,0.3227848101265823,0.3544303797468354,Regular day
2022-04-02,111.0,15.0,25.73529411764705,2.0,7.0,7.0,0.1801801801801801,0.3693693693693693,Regular day
2022-04-03,64.0,13.0,18.22641509433962,1.0,10.0,11.0,0.234375,0.59375,Regular day
2022-04-04,20.0,8.0,62.75,0.0,4.0,4.0,0.2,0.4,Quiet day
2022-04-05,26.0,8.0,28.428571428571427,4.0,5.0,4.0,0.1923076923076923,0.5,Quiet day
2022-04-06,17.0,5.0,14.4,1.0,12.0,4.0,0.1764705882352941,0.8235294117647058,Quiet day
2022-04-07,198.0,11.0,21.717391304347824,1.0,11.0,14.0,0.7424242424242424,0.005050505050505,Nocne wydarzenia
2022-04-08,70.0,11.0,20.049180327868854,5.0,8.0,4.0,0.1,0.2857142857142857,Regular day
2022-04-09,19.0,4.0,18.625,0.0,11.0,6.0,0.3684210526315789,0.5789473684210527,Nocne wydarzenia
2022-04-10,35.0,11.0,19.47826086956522,0.0,12.0,11.0,0.5142857142857142,0.2,Nocne wydarzenia
2022-04-11,9.0,5.0,23.666666666666668,0.0,3.0,0.0,0.0,0.4444444444444444,Quiet day
2022-04-12,28.0,10.0,19.23809523809524,0.0,7.0,1.0,0.0357142857142857,0.25,Quiet day
2022-04-13,13.0,6.0,30.571428571428573,0.0,6.0,3.0,0.2307692307692307,0.2307692307692307,Quiet day
2022-04-14,17.0,8.0,6.454545454545454,0.0,6.0,8.0,0.0,0.7647058823529411,Quiet day
2022-04-15,6.0,5.0,21.0,0.0,2.0,6.0,0.0,0.3333333333333333,Quiet day
2022-04-16,6.0,4.0,27.5,0.0,2.0,3.0,0.6666666666666666,0.3333333333333333,Nocne wydarzenia
2022-04-17,23.0,8.0,31.857142857142858,0.0,9.0,13.0,0.0869565217391304,0.4347826086956521,Quiet day
2022-04-18,25.0,9.0,29.33333333333333,0.0,10.0,2.0,0.16,0.6,Quiet day
2022-04-19,12.0,6.0,17.333333333333332,0.0,6.0,6.0,0.0,0.5833333333333334,Quiet day
2022-04-20,51.0,12.0,18.847826086956523,1.0,4.0,14.0,0.0196078431372549,0.6274509803921569,Quiet day
2022-04-21,12.0,4.0,15.0,0.0,2.0,1.0,0.0,0.8333333333333334,Quiet day
2022-04-22,43.0,12.0,23.181818181818183,2.0,9.0,8.0,0.4651162790697674,0.2093023255813953,Nocne wydarzenia
2022-04-23,70.0,12.0,17.571428571428573,1.0,13.0,13.0,0.0142857142857142,0.2142857142857142,Regular day
2022-04-24,17.0,7.0,23.83333333333333,0.0,5.0,4.0,0.2352941176470588,0.1176470588235294,Quiet day
2022-04-25,160.0,16.0,19.64666666666667,4.0,10.0,9.0,0.0,0.35,Regular day
2022-04-26,23.0,5.0,18.125,1.0,7.0,1.0,0.0,1.0,Quiet day
2022-04-27,95.0,11.0,22.1046511627907,2.0,8.0,14.0,0.031578947368421,0.2,Regular day
2022-04-28,79.0,13.0,22.75,4.0,7.0,14.0,0.0379746835443038,0.5443037974683544,Regular day
2022-04-29,275.0,16.0,17.647302904564317,3.0,33.0,29.0,0.0254545454545454,0.4109090909090909,Dymy
2022-04-30,165.0,13.0,26.929936305732483,1.0,7.0,16.0,0.006060606060606,0.4181818181818181,Regular day
2022-05-01,40.0,10.0,22.96875,0.0,7.0,11.0,0.025,0.275,Quiet day
2022-05-02,10.0,6.0,17.166666666666668,0.0,4.0,1.0,0.2,0.5,Quiet day
2022-05-03,67.0,9.0,23.29824561403509,3.0,10.0,6.0,0.3880597014925373,0.0597014925373134,Nocne wydarzenia
2022-05-04,77.0,14.0,15.11111111111111,0.0,13.0,14.0,0.0,0.3506493506493506,Regular day
2022-05-05,71.0,14.0,22.20967741935484,4.0,8.0,13.0,0.0140845070422535,0.323943661971831,Regular day
2022-05-06,120.0,12.0,21.654545454545456,1.0,10.0,7.0,0.1833333333333333,0.0916666666666666,Regular day
2022-05-07,14.0,5.0,22.08333333333333,0.0,2.0,2.0,0.0,0.8571428571428571,Quiet day
2022-05-08,75.0,12.0,18.98507462686567,6.0,7.0,4.0,0.1333333333333333,0.28,Regular day
2022-05-09,50.0,12.0,43.68181818181818,1.0,6.0,3.0,0.0,0.52,Quiet day
2022-05-10,104.0,10.0,22.46590909090909,2.0,15.0,8.0,0.0096153846153846,0.8653846153846154,Regular day
2022-05-11,90.0,14.0,17.55294117647059,1.0,5.0,8.0,0.1111111111111111,0.2666666666666666,Regular day
2022-05-12,69.0,11.0,15.774193548387096,7.0,7.0,9.0,0.0,0.6956521739130435,Regular day
2022-05-13,34.0,12.0,12.0,1.0,2.0,4.0,0.0,0.2941176470588235,Quiet day
2022-05-14,30.0,10.0,19.75,2.0,2.0,5.0,0.0,0.2333333333333333,Quiet day
2022-05-15,89.0,11.0,15.027027027027026,3.0,14.0,10.0,0.3595505617977528,0.1685393258426966,Nocne wydarzenia
2022-05-16,39.0,11.0,19.7027027027027,4.0,2.0,7.0,0.0,0.3333333333333333,Quiet day
2022-05-17,101.0,11.0,21.42222222222222,6.0,11.0,13.0,0.1089108910891089,0.3069306930693069,Regular day
2022-05-18,76.0,13.0,19.83606557377049,6.0,15.0,7.0,0.0131578947368421,0.5789473684210527,Regular day
2022-05-19,10.0,7.0,21.4,0.0,0.0,2.0,0.0,0.0,Quiet day
2022-05-20,68.0,12.0,17.327868852459016,7.0,7.0,8.0,0.0,0.088235294117647,Regular day
2022-05-21,63.0,12.0,17.072727272727274,3.0,8.0,5.0,0.0317460317460317,0.8253968253968254,Quiet day
2022-05-22,50.0,10.0,21.77777777777778,0.0,5.0,12.0,0.08,0.12,Quiet day
2022-05-23,73.0,12.0,15.738461538461538,4.0,8.0,11.0,0.0410958904109589,0.3835616438356164,Regular day
2022-05-24,30.0,7.0,23.791666666666668,0.0,6.0,6.0,0.4666666666666667,0.0666666666666666,Nocne wydarzenia
2022-05-25,2.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,Quiet day
2022-05-26,5.0,5.0,6.0,1.0,3.0,4.0,0.2,0.6,Quiet day
2022-05-27,17.0,8.0,9.875,0.0,1.0,0.0,0.0,0.5882352941176471,Quiet day
2022-05-28,69.0,10.0,20.0,2.0,6.0,12.0,0.0,0.2028985507246377,Quiet day
2022-05-29,61.0,11.0,19.72222222222222,1.0,7.0,7.0,0.0,0.6885245901639344,Quiet day
2022-05-30,75.0,10.0,17.08219178082192,2.0,2.0,5.0,0.0,0.9466666666666668,Quiet day
2022-05-31,26.0,8.0,11.136363636363637,2.0,4.0,4.0,0.0,0.5384615384615384,Quiet day
2022-06-01,98.0,11.0,20.311827956989248,2.0,5.0,7.0,0.0306122448979591,0.2142857142857142,Regular day
2022-06-02,80.0,11.0,16.243243243243242,5.0,6.0,2.0,0.025,0.2,Quiet day
2022-06-03,84.0,10.0,16.632911392405063,8.0,5.0,11.0,0.0476190476190476,0.0833333333333333,Regular day
2022-06-04,19.0,8.0,21.4,9.0,4.0,4.0,0.1578947368421052,0.0526315789473684,Quiet day
2022-06-05,25.0,8.0,18.88235294117647,0.0,8.0,4.0,0.08,0.12,Quiet day
2022-06-06,34.0,8.0,20.55172413793104,0.0,5.0,4.0,0.1470588235294117,0.0294117647058823,Quiet day
2022-06-07,17.0,8.0,31.214285714285715,1.0,3.0,5.0,0.1764705882352941,0.5294117647058824,Quiet day
2022-06-08,166.0,11.0,17.506493506493506,4.0,12.0,10.0,0.0120481927710843,0.7710843373493976,Regular day
2022-06-09,136.0,11.0,17.508928571428573,4.0,23.0,9.0,0.0147058823529411,0.5955882352941176,Regular day
2022-06-10,71.0,9.0,25.424242424242426,0.0,5.0,6.0,0.056338028169014,0.0,Quiet day
2022-06-11,136.0,11.0,17.87121212121212,0.0,3.0,3.0,0.0,0.8235294117647058,Quiet day
2022-06-12,36.0,6.0,19.64516129032258,0.0,5.0,7.0,0.7777777777777778,0.1111111111111111,Nocne wydarzenia
2022-06-13,76.0,10.0,16.683333333333334,1.0,16.0,5.0,0.2236842105263158,0.3421052631578947,Regular day
2022-06-14,87.0,10.0,22.83116883116883,0.0,10.0,6.0,0.0804597701149425,0.8735632183908046,Quiet day
2022-06-15,101.0,10.0,26.34020618556701,3.0,4.0,9.0,0.2178217821782178,0.0693069306930693,Quiet day
2022-06-16,42.0,11.0,19.54054054054054,3.0,5.0,3.0,0.0476190476190476,0.2857142857142857,Quiet day
2022-06-17,67.0,10.0,18.85483870967742,1.0,6.0,9.0,0.0,0.4776119402985074,Quiet day
2022-06-18,31.0,11.0,20.47826086956522,1.0,6.0,12.0,0.1612903225806451,0.2258064516129032,Quiet day
2022-06-19,90.0,10.0,17.3855421686747,2.0,5.0,21.0,0.0555555555555555,0.6222222222222222,Regular day
2022-06-20,126.0,12.0,22.307692307692307,3.0,9.0,10.0,0.0317460317460317,0.5079365079365079,Regular day
2022-06-21,16.0,5.0,24.857142857142858,0.0,2.0,1.0,0.0,1.0,Quiet day
2022-06-22,121.0,9.0,19.580357142857142,0.0,9.0,9.0,0.0,0.4214876033057851,Quiet day
2022-06-23,83.0,11.0,22.35443037974684,3.0,4.0,20.0,0.0,0.0240963855421686,Regular day
2022-06-24,31.0,10.0,19.535714285714285,0.0,3.0,8.0,0.1290322580645161,0.5483870967741935,Quiet day
2022-06-25,121.0,10.0,18.706422018348626,5.0,8.0,20.0,0.0,0.1157024793388429,Regular day
2022-06-26,139.0,13.0,20.057377049180328,4.0,17.0,11.0,0.1223021582733813,0.3093525179856115,Regular day
2022-06-27,116.0,12.0,19.16,2.0,15.0,9.0,0.0517241379310344,0.5948275862068966,Regular day
2022-06-28,74.0,13.0,18.33870967741936,1.0,12.0,13.0,0.1351351351351351,0.1621621621621621,Regular day
2022-06-29,36.0,9.0,33.666666666666664,0.0,5.0,7.0,0.0833333333333333,0.3611111111111111,Quiet day
2022-06-30,84.0,9.0,23.29032258064516,18.0,22.0,13.0,0.0238095238095238,0.1428571428571428,Regular day
2022-07-01,70.0,10.0,17.88135593220339,0.0,11.0,12.0,0.3,0.1142857142857142,Nocne wydarzenia
2022-07-02,216.0,13.0,22.93564356435644,11.0,14.0,19.0,0.0,0.6851851851851852,Dymy
2022-07-03,58.0,8.0,23.78048780487805,1.0,14.0,8.0,0.3448275862068966,0.2241379310344827,Nocne wydarzenia
2022-07-04,60.0,9.0,24.285714285714285,6.0,4.0,11.0,0.0,0.6833333333333333,Quiet day
2022-07-05,229.0,15.0,19.90686274509804,8.0,22.0,30.0,0.0087336244541484,0.1266375545851528,Dymy
2022-07-06,109.0,12.0,21.445544554455445,2.0,6.0,20.0,0.0,0.0,Regular day
2022-07-07,105.0,8.0,20.6530612244898,0.0,6.0,6.0,0.0,0.9047619047619048,Quiet day
2022-07-08,94.0,12.0,25.57608695652174,16.0,2.0,16.0,0.0,0.4468085106382978,Regular day
2022-07-09,345.0,16.0,19.257234726688104,21.0,27.0,40.0,0.0,0.3652173913043478,Dymy
2022-07-10,117.0,14.0,17.682692307692307,1.0,12.0,19.0,0.2051282051282051,0.3333333333333333,Regular day
2022-07-11,235.0,17.0,22.14814814814815,0.0,18.0,28.0,0.0340425531914893,0.0978723404255319,Dymy
2022-07-12,43.0,9.0,23.142857142857142,1.0,1.0,6.0,0.0,0.1627906976744186,Quiet day
2022-07-13,95.0,12.0,21.75949367088608,40.0,14.0,20.0,0.1263157894736842,0.2947368421052631,Dymy
2022-07-14,231.0,14.0,18.71100917431193,15.0,13.0,22.0,0.0,0.5887445887445888,Dymy
2022-07-15,214.0,16.0,23.803108808290155,12.0,18.0,16.0,0.0841121495327102,0.0747663551401869,Dymy
2022-07-16,12.0,6.0,11.333333333333334,0.0,3.0,2.0,0.75,0.25,Nocne wydarzenia
2022-07-17,31.0,11.0,25.95652173913044,3.0,8.0,6.0,0.3548387096774194,0.2258064516129032,Nocne wydarzenia
2022-07-18,75.0,11.0,18.348484848484848,1.0,9.0,12.0,0.0133333333333333,0.2666666666666666,Regular day
2022-07-19,80.0,13.0,18.307692307692307,10.0,15.0,8.0,0.25,0.1,Regular day
2022-07-20,65.0,9.0,71.2741935483871,0.0,3.0,2.0,0.0,0.7384615384615385,Quiet day
2022-07-21,63.0,11.0,26.3,1.0,12.0,6.0,0.0634920634920634,0.3015873015873015,Regular day
2022-07-22,82.0,10.0,21.63888888888889,0.0,9.0,16.0,0.0365853658536585,0.0853658536585365,Regular day
2022-07-24,22.0,6.0,18.35,1.0,2.0,2.0,0.0,0.8636363636363636,Quiet day
2022-07-25,30.0,8.0,16.384615384615383,0.0,3.0,7.0,0.0,0.4333333333333333,Quiet day
2022-07-26,27.0,7.0,21.043478260869566,0.0,3.0,2.0,0.2222222222222222,0.2962962962962963,Quiet day
2022-07-27,2.0,1.0,38.5,0.0,0.0,0.0,0.0,1.0,Quiet day
2022-07-28,10.0,4.0,31.142857142857142,16.0,3.0,0.0,0.4,0.0,Nocne wydarzenia
2022-07-30,7.0,4.0,23.83333333333333,0.0,1.0,0.0,0.0,0.1428571428571428,Quiet day
2022-07-31,30.0,6.0,18.925925925925927,8.0,3.0,3.0,0.0,0.2,Quiet day
2022-08-01,38.0,10.0,23.852941176470587,4.0,4.0,3.0,0.131578947368421,0.6052631578947368,Quiet day
2022-08-02,11.0,4.0,9.5,0.0,3.0,0.0,0.5454545454545454,0.4545454545454545,Nocne wydarzenia
2022-08-03,141.0,13.0,23.0,17.0,7.0,21.0,0.0070921985815602,0.7730496453900709,Regular day
2022-08-04,70.0,10.0,20.133333333333333,3.0,10.0,10.0,0.1857142857142857,0.0285714285714285,Regular day
2022-08-05,62.0,12.0,17.26530612244898,7.0,11.0,8.0,0.0,0.3709677419354839,Regular day
2022-08-06,41.0,9.0,24.102564102564106,3.0,2.0,6.0,0.048780487804878,0.0,Quiet day
2022-08-07,45.0,9.0,13.86111111111111,0.0,9.0,3.0,0.1111111111111111,0.6,Quiet day
2022-08-08,33.0,9.0,21.37037037037037,6.0,6.0,4.0,0.0,0.3636363636363636,Quiet day
2022-08-09,48.0,8.0,18.225,4.0,8.0,14.0,0.1875,0.2291666666666666,Quiet day
2022-08-10,62.0,13.0,17.724137931034484,8.0,4.0,1.0,0.0,0.1774193548387097,Regular day
2022-08-11,170.0,12.0,18.099378881987576,14.0,9.0,26.0,0.0117647058823529,0.4294117647058823,Regular day
2022-08-12,121.0,12.0,21.504587155963304,20.0,12.0,3.0,0.0,0.4297520661157025,Regular day
2022-08-13,209.0,14.0,19.424581005586592,12.0,27.0,37.0,0.0,0.1531100478468899,Dymy
2022-08-14,81.0,11.0,25.60869565217392,4.0,10.0,12.0,0.1358024691358024,0.3580246913580246,Regular day
2022-08-15,21.0,6.0,23.26315789473684,1.0,2.0,5.0,0.0476190476190476,0.7619047619047619,Quiet day
2022-08-16,68.0,13.0,16.050847457627118,3.0,8.0,4.0,0.3382352941176471,0.1470588235294117,Nocne wydarzenia
2022-08-17,27.0,7.0,24.681818181818183,2.0,3.0,3.0,0.1111111111111111,0.0,Quiet day
2022-08-18,11.0,7.0,31.3,3.0,1.0,4.0,0.0,0.2727272727272727,Quiet day
2022-08-19,93.0,9.0,18.15384615384616,9.0,15.0,12.0,0.021505376344086,0.3978494623655914,Regular day
2022-08-20,86.0,9.0,21.70731707317073,10.0,4.0,6.0,0.0,0.8488372093023255,Quiet day
2022-08-21,101.0,13.0,20.45054945054945,3.0,10.0,14.0,0.0693069306930693,0.297029702970297,Regular day
2022-08-22,163.0,14.0,17.774193548387096,11.0,6.0,25.0,0.0061349693251533,0.147239263803681,Regular day
2022-08-23,76.0,9.0,20.85074626865672,7.0,9.0,11.0,0.0131578947368421,0.3684210526315789,Regular day
2022-08-24,94.0,13.0,20.57831325301205,1.0,11.0,17.0,0.0425531914893617,0.5957446808510638,Regular day
2022-08-25,63.0,10.0,25.087719298245613,0.0,6.0,17.0,0.0,0.7142857142857143,Quiet day
2022-08-26,359.0,14.0,18.04624277456648,24.0,9.0,20.0,0.0334261838440111,0.8885793871866295,Dymy
2022-08-27,463.0,14.0,19.85091743119266,23.0,26.0,14.0,0.5809935205183585,0.1231101511879049,Dymy
2022-08-28,127.0,12.0,22.198275862068964,9.0,11.0,16.0,0.0,0.4881889763779528,Regular day
2022-08-29,33.0,11.0,21.47826086956522,2.0,10.0,5.0,0.0,0.1818181818181818,Quiet day
2022-08-30,46.0,10.0,23.35135135135135,0.0,7.0,7.0,0.0,0.3260869565217391,Quiet day
2022-08-31,54.0,8.0,78.14583333333333,0.0,6.0,5.0,0.0,0.1111111111111111,Quiet day
2022-09-01,143.0,14.0,19.96969696969697,8.0,11.0,19.0,0.0559440559440559,0.2377622377622377,Regular day
2022-09-02,147.0,13.0,21.88235294117647,8.0,10.0,22.0,0.0204081632653061,0.4013605442176871,Regular day
2022-09-03,97.0,14.0,19.77173913043478,8.0,4.0,3.0,0.1443298969072164,0.4020618556701031,Regular day
2022-09-04,71.0,10.0,17.0,3.0,13.0,14.0,0.2816901408450704,0.323943661971831,Nocne wydarzenia
2022-09-05,22.0,7.0,20.5,0.0,6.0,1.0,0.1818181818181818,0.0454545454545454,Quiet day
2022-09-06,114.0,14.0,23.69306930693069,43.0,13.0,9.0,0.0,0.5526315789473685,Dymy
2022-09-07,163.0,14.0,17.083333333333332,59.0,6.0,11.0,0.0122699386503067,0.1349693251533742,Dymy
2022-09-08,461.0,14.0,22.56689342403628,12.0,18.0,24.0,0.0455531453362256,0.5856832971800434,Dymy
2022-09-09,170.0,14.0,19.72258064516129,16.0,12.0,19.0,0.0117647058823529,0.4588235294117647,Dymy
2022-09-10,156.0,11.0,18.24305555555556,5.0,9.0,11.0,0.5448717948717948,0.3269230769230769,Nocne wydarzenia
